11-meterplet	straffesparksplet
cruiseskib	krydstogtskib
crumble	smuldrekage
crumble	smuldredej
ctrl	controltast
cumulonimbus	cumulonimbussky;bygesky
cumulonimbussky	cumulonimbus;bygesky
cup	cupturnering
cupido	amorin;erot
cupturnering	cup
curiepunkt	curietemperatur
curietemperatur	curiepunkt
curlingbarn	servicebarn
curlingforældre	serviceforældre
curriculum	læseplan;fagplan
cursor	markør;musepil;pil
C-vitamin	askorbinsyre
cyankalium	kaliumcyanid
cyanotypi	blåtryk
cybercrime	cyberkriminalitet;internetkriminalitet
cyberkriminalitet	cybercrime
cykelbane	velodrom
cykelbukser	cykelshorts
cykelcross	cross
cykelergometer	ergometercykel
cykelferie	cykeltur
cykelklemme	cykelspænde
cykelløb	cykelsport
cykelmekaniker	cykelsmed
cykelring	cykelslange
cykelrytter	rytter
cykelshorts	cykelbukser
cykelslange	cykelring
cykelspark	saksespark
cykelspænde	cykelklemme
cykelsupersti	supercykelsti
cykeltur	cykelferie
cyklamat	natriumcyklohexylsulfamat
cyklamen	cyklamenfarvet
cyklamenfarvet	cyklamen;cyklamenrød
cyklamenrød	cyklamenfarvet
cyklus	menstruationscyklus
cylinder	låsecylinder
cylinderformet	cylindrisk
cylindrisk	cylinderformet
cypres	Cupressus
cystitis	blærebetændelse
cytologi	cellelære
cytoplasma	celleslim;cellesaft
cøliaki	glutenintolerans;glutenallergi
dadaisme	dada
daddelpalme	Phoenix dactylifera
dadelfri	udadlelig
dadle	laste;klandre
dafnie	Cladocera
dag	døgn
dagbogsnotat	dagbogsoptegnelse
dagbogsoptegnelse	dagbogsnotat
dagbrækning	daggry
dagdriver	lediggænger
dagen derpå-pille	fortrydelsespille
dages	gry;dæmre
daggry	gry;morgengry
dagl.	dgl.
dagligdag	hverdag
dagligseriefrimærke	dagligseriemærke
dagligsprog	hverdagssprog;almensprog;normaldansk
dagligstue	opholdsstue
dagligvarebutik	dagligvareforretning
dagligvareforretning	dagligvarebutik
daglilje	Hemerocallis
dagpenge	arbejdsløshedsdagpenge;arbejdsløshedsunderstøttelse
dagpragtstjerne	Melandrium rubrum
dagpåfugleøje	Inachis io
dagsommerfugl	Rhopalocera
dagsorden	agenda
dagsorden	motiveret dagsorden
dagsplan	dagsprogram
dagsprogram	dagsplan
dagtid	dagtimer
dagtur	dagsrejse
dale	falde
dalre	rave
dalre	sjokke;trisse
dam	damspil
dam	dambrik
damascenerrose	Rosa x damascena
dame	dronning
damefodbold	kvindefodbold
dameglad	pigeglad;kvindekær
damehold	kvindehold
damehåndbold	kvindehåndbold
dameklip	dameklipning
dameklipning	dameklip
damekor	kvindekor
damelandshold	kvindelandshold
damelingeri	lingeri
dameside	spindeside
damestemme	kvindestemme
dametække	kvindetække;pigetække
dametøj	kvindetøj
dammusling	Anodonta cygnea
dampcigaret	e-cigaret
dampe	pulse;ose
damper	dampskib
dampskib	damper
dandere	drive den af
dang	dong
danmarksberømt	danmarkskendt
danne	formere
dannebrogsfarvet	rød-hvid
dannebrogsflag	dannebrog
dannebrogsrød	knaldrød;højrød;signalrød
dannet	kultiveret
dansabel	dansevenlig
dansant	bal
danseglad	danselysten
danseglad	dansabel
danseinstitut	danseskole
danselysten	danseglad
dansemester	danselærer
dansemus	dansepige
dansemyg	Chironomidae
dansepige	danserinde
danseskole	danseinstitut
dansevenlig	dansabel
dansk	dansker
danskejet	på danske hænder
danskvand	mineralvand;apollinaris
danskvand	mineralvand
darling	kæledægge;yndling;favorit
darling	skat
darmstadtium	ununnilium
dart	dartspil
dase	drive
daske	dalre;slentre
data	edb
dataanlæg	edb-system
databank	database
database	databank;base
databedrageri	datakriminalitet
datacenter	edb-central
datakraft	computerkraft;regnekraft
datakriminalitet	it-kriminalitet;databedrageri
datamaskine	computer
datamat	computer
dataregister	edb-register
dataregistrering	edb-registrering
dataskærm	edb-skærm
datastyret	computerstyret
datere	tidsbestemme;aldersbestemme
datering	tidsbestemmelse;aldersbestemmelse
datingportal	datingside
datingside	datingportal
dativ	hensynsfald
dativobjekt	indirekte objekt;hensynsled
dattersvulst	metastase
dav	goddav;goddag;hej
d.e.	dvs.
deadline	dødlinje
dealer	valutahandler
dealer	narkohandler;pusher
dealer	kortgiver
death metal	dødsmetal
debatforum	chatrum;chatsted
debatprogram	debatudsendelse
debatudsendelse	debatprogram
debet	debetside
debetside	debet
debetside	negativside
debil	åndssvag
debitor	skyldner
debut-lp	debutplade
deceleration	retardation
decelerationsbane	frakørselsbane
decentralisering	decentralisation
dechifrere	afkode
decideret	egentlig;udtalt
decideret	direkte;udtrykkelig
decimalbrøk	decimaltal
decimalsystem	titalssystem
decisiv	udslagsgivende
dedikation	tilegnelse
dedikere	vie
deducere	udlede
default	grundindstilling
defensorat	forsvarstale
defibrillation	defibrillering
defibrillator	hjertestarter
defibrillering	defibrillation
definerbar	definerlig
definering	definition
definerlig	definerbar
definition	definering
definitiv	uigenkaldelig;endelig
definitiv	afgjort;klar
deflatorisk	deflationær
defloration	deflorering
deformere	misdanne;forvrænge
defækere	lave;gøre;besørge;skide
degeneration	degenerering
degenerering	degeneration
degradering	nedrykning
degression	degressiv beskatning
deja-vu-oplevelse	deja-vu
dejlig	herlig;vidunderlig
dejlig	skøn;vidunderlig
dejlig	bedårende
dejlighed	yndighed;skønhed
dejlighed	ynde;yndighed
dekalog	de ti bud
dekapitere	halshugge
deklamere	recitere;foredrage
deklaration	varedeklaration;deklarering
deklaration	erklæring
deklaration	deklarering
deklaratorisk	fravigelig
deklarering	deklaration
deklination	misvisning
dekolletage	udringning;dekolletering
dekolletering	udringning;dekolletage
dekonstruere	nedbryde
dekonstruktion	opløsning;nedbrydning
dekonstruktion	dekonstruktivisme
dekoration	udsmykning;dekorering
dekorativ	ornamental
dekorering	dekoration
dekorum	etikette
dekstrose	glukose;druesukker
dekupørarbejde	intarsia
del	segment;part
del	andel
del	portion
delagtig	medvidende
delagtig	meddelagtig
delagtiggøre	indvie
delagtighed	meddelagtighed
delbar	delelig
dele	splitte
dele	dividere
dele	inddele
delegere	uddelegere
delegeret	repræsentant
delegering	uddelegering
delelig	delbar
delete	deletetast
deletetast	delete
delfin	Delphinidae
deliciøs	delikat;udsøgt
delikt	straffebestemmelse
delikt	forbrydelse
deling	division
delirium	delirium tremens
dellet	kvabset;småfed
delstat	enkeltstat;forbundsstat
delta	floddelta
deltage	tage del (i);tage del
deltagelse	medvirken
deltagerantal	deltagertal
deltagertal	deltagerantal
deltamuskel	musculus deltoideus
deltidsjob	deltidsstilling;deltidsarbejde;deltidsbeskæftigelse
deltidsprofessionel	halvprofessionel;semiprofessionel
delårsrapport	delårsregnskab
delårsregnskab	delårsrapport
dem	kompagni
demagog	folkeforfører
demarkation	afgrænsning
demarkation	grænsedragning
demarkere	afgrænse
demens	senil demens
dementere	afkræfte
demerarasukker	demerara
demiautomatisk	halvautomatisk
demilitarisere	afmilitarisere
demilitarisering	afmilitarisering
demimonde	kurtisane
demission	fratræden
demissionere	fratræde;gå af
demokrati	folkestyre
demonstration	aktion;demo
demonstration	demo
demonstrativpronomen	demonstrativt pronomen;påpegende stedord
demonstrere	aktionere
demoralisation	demoralisering
demoralisering	demoralisation
dengang	da
dengse	mors dreng
denim	cowboystof
denne	den her
dennesidig	jordisk
denotation	kernebetydning
denotere	betegne;betyde
deodorant	deo
deodorantspray	deospray
deodorantstift	deostift
deospray	deodorantspray
deostick	deodorantstift
deostift	deodorantstift
departement	domæne
depeche	stafet
depersonalisere	afpersonalisere
depilation	depilering
depilere	epilere
depilering	depilation;epilering
deponi	affaldsdepot;affaldsdeponi
deponi	deponering
depot	opbevaringssted;lager;magasin
depression	lavkonjunktur
depressionspille	lykkepille;antidepressionspille
depressiv	nedtrykt;melankolsk
deprimeret	trist;deprim;deppet
der	hist
deraf	heraf
derailleurgear	udvendigt gear
derby	lokalderby;lokalopgør
derefter	derpå;så
derefter	derpå;fra da af
derefter	i overensstemmelse dermed
derefter	dernæst;så
derfor	således;følgelig
derfor	alligevel
derfor	for det
derfra	herfra
deri	heri
deriblandt	heriblandt;herunder
derigennem	herigennem;derved
derimellem	herimellem
derimellem	herimellem;deriblandt
derimod	til gengæld
derivat	derivativ
derivat	afledning;derivativ
derivation	afledning
derivativ	derivat
derivativ	afledning;derivat
derivativ	afledt
derivere	aflede
derivere	udlede
dermatolog	hudlæge
dermed	hermed
dernæst	derefter;så
derom	herom
derover	herover
derpå	derefter;herpå
derpå	herpå;på det
derpå	herpå
dersens	der
dersom	hvis
dertil	til det
dertil	til det;hertil
dertil	hertil
dertil	hertil;derudover
dertilhørende	dertil hørende
derudad	ud over stepperne
derudaf	herudaf;derudfra
derude	ude
derudfra	herudfra
derudover	herudover;desuden
derudover	herudover
derved	derigennem
derved	sådan
des	desto
desangående	derom
desavouere	underkende
desavouering	underkendelse
desertation	desertering;desertion
desertere	rømme
desertering	desertation;desertion
desertion	desertering;desertation
desforuden	derudover;desuden;derforuden
design	formgivning
designe	tegne
designer	modedesigner
designer	industriel designer
designmuseum	kunstindustrimuseum
desinfektion	desinficering
desinfektionsmiddel	desinficeringsmiddel
desinficering	desinfektion
desinficeringsmiddel	desinfektionsmiddel
desinteresseret	uinteresseret
desktopper	dtp'er
desktoppublishing	desktop
deslignende	deslige
desmerdyr	desmer;Viverridae
desmerkat	Viverrinae
desmerurt	Adoxa moschatellina
desorganisation	desorganisering
desorganisering	desorganisation
despekt	foragt;disrespekt
despot	tyran;voldshersker
despot	tyran
despoti	voldsherredømme
despotisk	herskesyg;tyrannisk
despotisme	voldsherredømme
dessertske	dessertskefuld
dessin	tip
destillat	koncentrat
destination	bestemmelsessted
destination	turistmål;feriemål
destinere	bestemme;udse
desto	des
destroyer	jager
destruere	ødelægge
destruktion	tilintetgørelse;ødelæggelse
destruktiv	ødelæggende
desuagtet	ikke desto mindre
desuagtet	uagtet
desuden	derudover;desforuden;ovenikøbet
desuden	i øvrigt;for resten
desværre	beklageligvis;uheldigvis
desværre	med beklagelse
desværre	det er ærgerligt for
detailbutik	detailforretning
detailforretning	detailbutik
detailhandel	butikshandel
detailhandlende	detailhandler
detailhandler	detailhandlende;detaillist
detaillist	detailhandler
detailsalg	detailhandel
detalje	enkelthed
detalje	bagatel;petitesse
detaljeret	udførlig;detaljerig
detektiv	privatdetektiv;privatopdager
detektiv	opdager
detektivroman	kriminalroman
determinativ	bestemmer
determinere	bestemme
determineret	beslutsom;bestemt
detronisere	afskedige
deuce	lige
developer	udvikler
devise	motto
devot	skinhellig
dgl.	dagl.
dhol	dholtromme
diabas	dolerit
diabetiker	sukkersygepatient
diabetisk	sukkersyg
diabolsk	djævelsk;dæmonisk
diafragma	mellemgulv
diakron	diakronisk
diakronisk	diakron
dialekt	folkemål;mundart
dialog	snak
diameter	tværmål
diarré	tynd mave;tyndskid
die	patte
die	amme
diesel	dieselbil
dieselbil	diesel
dieselolie	diesel
differentiere	nuancere;uddifferentiere
differentiere	skelne
differere	afvige
diffus	udflydende;uhåndterlig
difteri	strubehoste
diftong	tvelyd
digesvale	Riparia riparia
digitalsignal	digitalt signal
digital-tv	digitalt tv
dignitar	standsperson
digt	opspind;opdigt
digtcyklus	digtkreds
digte	opdigte
digter	lyriker
digterisk	poetisk
digtkreds	digtcyklus
digtoplæsning	lyrikoplæsning
dik	dikkedik
dikkedarer	krummelurer;krumspring;falbelader
dikkedik	dik
diktafon	diktermaskine
diktator	tyran
diktatur	diktaturstat;diktaturland
diktaturland	diktaturstat
diktaturstat	diktaturland
diktermaskine	diktafon
dild	Anethum graveolens
dilettant	amatør
dilettantisk	amatøragtig
diller	dillermand
dillermand	diller
dimension	aspekt
dimorfi	dimorfisme
dimsedut	dingenot;dippedut
dingenot	dippedut;dims
dingle	rave
dinitrogenoxid	lattergas
dinosaurus	Dinosauria
dinosaurus	oldtidslevning
diodepære	LED-pære
dionysisk	orgiastisk;hæmningsløs
diplomatarisk	bogstavtro;ordret
diplomatarium	brevsamling
dipol	dipolantenne
dippedut	duppedit;dut
direct marketing	direkte markedsføring
direkte	lige
direkte	umiddelbar
direkte	ligefrem
direkte	decideret
direktion	direktionskontor;direktionslokale
direktion	dirigering
direktionskontor	direktørkontor;direktionslokale
direktionslokale	direktionskontor
direktiv	påbud;regulativ
direktørløn	direktørlønning
direktørlønning	direktørløn
direktørpost	direktørstol;direktørstilling
direktørstilling	direktørstol;direktørpost
direktørstol	direktørpost;direktørstilling
dirigent	ordstyrer
dirigentpind	dirigentstok
dirigentstok	dirigentpind
dirigering	direktion
dirre	bæve;sitre
discard	udsmid
discgolf	frisbeegolf
discipel	elev
discjockey	dj;pladevender
discountbutik	discountforretning;lavprisbutik
discountforretning	discountbutik
disharmonisk	uharmonisk
disharmonisk	modsætningsfyldt;uharmonisk
diskantnøgle	G-nøgle
diske	diskvalificere
disket	diskofil
diskettedrev	diskettestation
diskettestation	diskettedrev
disko	diskomusik
disko	diskodans
diskofil	pladesamler
diskontinuerlig	diskontinuert
diskontinuert	diskontinuerlig
diskotek	disko
diskreditere	miskreditere
diskrepans	uoverensstemmelse;afvigelse;forskel
diskretionær	skønsmæssig
diskrimination	diskriminering;forskelsbehandling
diskriminatorisk	diskriminerende
diskriminering	diskrimination
diskutabel	tvivlsom
diskvalificere	forkaste
diskvalificere	udelukke;diske
diskvalificering	diskvalifikation
diskvalifikation	diskvalificering;udelukkelse
disponering	disposition
disponering	disposition;beslutning
disposition	disponering;beslutning
disposition	disponering;rådighed
disposition	disponering
disproportion	misforhold
disproportioneret	uforholdsmæssig
disputats	doktordisputats;doktorafhandling
disputere	diskutere
disrespekt	despekt;foragt
disse	nedgøre;fornærme
dissident	systemkritiker
dissociation	opløsning
dissonant	mislydende;ildelydende
distance	afstand
distancearbejde	fjernarbejde;telearbejde
distancering	afstandtagen
distanceundervisning	fjernundervisning
distant	afmålt
distingvere	skelne
distingveret	nobel;stilfuld
distinktion	sondring
distinktiv	adskillende
distrahere	forstyrre
distraktion	distræthed
distribuere	sprede;omdele
distribuering	distribution;fordeling
distribution	fordeling;distribuering
distribution	distribuering
distriktsblad	lokalavis
distræt	åndsfraværende;fjern
distræthed	distraktion
divan	divaneser
divergens	forskel;uoverensstemmelse
divergent	forskellig;anderledes
divergere	afvige
diverse	forskellig(e)
divertissement	divertimento
divertissement	balletdivertissement
dividende	udbytte
dividere	dele
divin	guddommelig
division	deling
dixie	dixieland
dixieland	dixie
DIY	husflidsarbejde;hobbyarbejde
diæt	kostplan
diætist	kostvejleder
diætkost	diætmad
diætmad	diætkost
djærv	gæv;kæk
djævel	Satan;Fanden;Antikrist
djævel	dælen
djævelsbid	Succisa pratensis
djævelsk	diabolsk;dæmonisk
djævelsk	djævleblændt;pokkers
djævlerokke	Manta
djævleuddriver	eksorcist
dna-kæde	dna-streng
dna-streng	dna-kæde
dna-test	gentest;dna-prøve
dobbeltarbejde	dobbeltjob
dobbeltbekkasin	Gallinago gallinago
dobbeltbillet	returbillet
dobbeltbundet	dobbelt;tvetydig
dobbeltdækker	todækker
dobbeltgænger	genganger
dobbeltjob	dobbeltarbejde
dobbeltkonfekt	pleonasme
dobbeltkryds	havelåge
dobbeltliv	dobbelttilværelse
dobbeltmagnum	dobbeltmagnumflaske
dobbeltmagnumflaske	dobbeltmagnum
dobbeltradet	toradet
dobbeltsleben	bifokal
dobbeltstilling	dobbeltposition
dobbeltstjerne	binærstjerne;binær stjerne
dobbelttydig	tvetydig
dobbelttydighed	tvetydighed;flertydighed
dobermann	dobermannpincher
dobermannpincher	dobermann
doble	fordoble
dobling	fordobling
docere	forelæse
dock	dockingstation
dockingstation	dock;ladestation
doctor honoris causa	æresdoktor
dodder	Camelina
dodekafoni	tolvtonemusik
dog	imidlertid
dog	ikke desto mindre;trods alt
dogmatik	troslære
dogmatik	ortodoksi;rettroenhed
dogmatisk	intolerant;doktrinær
doksætte	dokke
doktor	doktormand
doktorand	præses
doktorfisk	Garra rufa
doktormand	doktor
doktrinær	dogmatisk
dokument	akt;aktstykke
dokument	tekstfil
dokumentarfilm	dokumentar
dokumentarprogram	dokumentarudsendelse;faktaprogram
dokumentarudsendelse	dokumentarprogram;faktaprogram
dokumentere	bevise
dolerit	diabas
dolkhale	Xiphosura
dollar	amerikansk dollar
dom	domkirke
domhus	retsbygning
dominere	bestemme over
dominikaner	sortebroder;prædikebroder
dommedag	den yderste dag;dommens dag
dommedagsagtig	apokalyptisk
dommerkomité	dommerpanel
dompap	Pyrrhula pyrrhula
domptør	dyretæmmer
domstol	retsinstans
domstolsafgørelse	retsafgørelse
donation	dotation
donere	skænke;dotere
dong	dang
don juan	hjerteknuser;kvindebedårer
dorsk	dvask;sløv
dosmer	fjols;fæ
dotcom	internetvirksomhed;internetfirma
douche	brusebad;styrtebad
douche	brusebad
doven	dvask;lad
doven	lad;sløv
dovendidrik	dovenlars
dovenkrop	dovenlars
dovenlars	dovendidrik;dovenkrop
dovenskab	ladhed
download	downloadning;downloading
downloading	downloadning;download
downloadning	download;downloading
Downs syndrom	mongolisme
downtown	city
dr.	doktor
drabant	satellit
drabant	følgesvend
drabant	måne
drabant	karl;kleppert
drabantby	satellitby
drabelig	vældig
drabsforsøg	forsøg på manddrab
drag	slag
drag	strøg
drage	dragefly;drageflyver
drage	Draco
drage	tiltrække
drage	uddrage
drage	trække
drageblodstræ	Dracaena
dragefly	drage
drageflyver	drage
dragesurfer	kitesurfer
dragesurfing	kitesurfing;kiteboarding
dragt	klædedragt
dragt	spadseredragt
dram	gibbernakker;gewesen
dramakomedie	komediedrama;dramedy
dramatik	skuespilkunst
dramedie	dramedy
dramedy	komediedrama;dramakomedie;dramedie
drap	drapfarvet
drapfarvet	drap
drastisk	voldsom
dravat	rullesky
dreadlocks	rastahår;rastafarihår
drej	drejning;sving
dreje	svinge
dreje	fordreje
dreje	rotere;snurre (rundt)
drejelire	lire
drejeskive	nummerskive
drejning	drej;sving
drejning	vending
dreng	søn
dreng	gut
dreng	fyr
dreng	tjenestedreng
drengegruppe	boyband
drengespejder	spejderdreng
drenget	drengeagtig
dressur	afretning
dressur	dressurridning
dressurridning	dressur
dressør	domptør;dyretæmmer
drev	diskdrev
drift	dragning
drifte	drive
driftig	virkelysten
driftskapital	omsætningsaktiver
driftskonto	resultatkonto
driftsmiddel	driftsmateriel
driftsregnskab	resultatopgørelse
driftssikker	pålidelig
driftsøkonomi	virksomhedsøkonomi
drikfældig	fordrukken
drikkebror	svirebror
drikkegilde	drikkelag
drikkeklar	drikkemoden;drikkelig
drikkelag	drikkegilde
drikkepenge	drikkeskilling
drikkeri	druk
dril	drilleri
drilleri	dril
drillesyg	drillevorn
drillevorn	drillesyg
drilsk	drilagtig;drillesyg
drilsk	drilagtig;besværlig
drink	sjus
drinksglas	sjusglas
dristig	modig;uforfærdet
dristig	fræk;vovet
drivbænk	mistbænk
drive	dyrke;udøve
drive	strømme
drive-in-bio	drive-in-biograf
drive-in-biograf	drive-in-bio
drivende	i høj grad;meget;megen
driver	styreprogram
drivfjeder	drivkraft
drivværk	drivkraft
drog	døgenigt
drogist	materialist
dromedar	Camelus dromedarius
dronning	dame
dronningebusk	Kolkwitzia amabilis
dronte	Raphus cucullatus
drop	målmandsdrop
drop	dropbold
droppe	skippe;kvitte;dumpe
dropskoger	bolsjekoger
drosche	hestedrosche
