11-meterplet	straffesparksplet
forgøre	forhekse;forhekse
forgør	forheks;forhekser
forgjort	forhekset
forgørende	forheksende
forgjorde	forheksede
forgøres	forhekses
forgjordes	forheksedes
forhadt	hadet
forhal	vestibule;vestibule
forhallen	vestibulen
forhallens	vestibulens
forhals	vestibules
forhallerne	vestibulerne
forhallernes	vestibulernes
forhaller	vestibuler
forhallers	vestibulers
forhale	trække i langdrag
forhandle	sælge;sælge
forhandl	sælg
forhandlet	solgt
forhandler	sælger
forhandlende	sælgende
forhandlede	solgte
forhandles	sælges
forhandledes	solgtes
forhandling	salg
forhastet	overilet;overilet
forhastede	overilede
forhekse	fortrylle;fortrylle
forheks	fortryl
forhekset	fortryllet
forhekser	fortryller
forheksende	fortryllende
forheksede	fortryllede
forhekses	fortrylles
forheksedes	fortrylledes
forhen	førhen;førhen
forhenværende	tidligere;gamle;eks-
forherlige	glorificere;berømme;glorificere;berømme
forherlig	glorificer;berøm
forherliget	glorificeret;berømmet
forherliger	glorificerer;berømmer
forherligende	glorificerende;berømmende
forherligede	glorificerede;berømmede
forherliges	glorificeres;berømmes
forherligedes	glorificeredes;berømmedes
forherligelse	glorificering;glorificering
forherligelsen	glorificeringen
forherligelsens	glorificeringens
forherligelses	glorificerings
forherligelserne	glorificeringerne
forherligelsernes	glorificeringernes
forherligelser	glorificeringer
forherligelsers	glorificeringers
forhindre	hindre;umuliggøre;hindre;umuliggøre;hindre;hindre
forhindr	hindr;umuliggør;hindr
forhindret	hindret;umuliggjort;hindret
forhindrer	hindrer;umuliggør;hindrer
forhindrende	hindrende;umuliggørende;hindrende
forhindrede	hindrede;umuliggjorde;hindrede
forhindres	hindres;umuliggøres;hindres
forhindredes	hindredes;umuliggjordes;hindredes
forhindring	hindring;hurdle;hindring;hurdle
forhindringen	hindringen;hurdlen
forhindringens	hindringens;hurdlens
forhindrings	hindrings;hurdles
forhindringerne	hindringerne;hurdlerne
forhindringernes	hindringernes;hurdlernes
forhindringer	hindringer;hurdler
forhindringers	hindringers;hurdlers
forhistorisk	præhistorisk;præhistorisk
forhistoriske	præhistoriske
forhold	omstændighed;relation;holdning;proportion;størrelsesforhold
forholdsvis	relativ;relativ;relativt;temmelig;relativt
forholdsvist	relativt
forholdsvise	relative
forhøje	hæve;sætte op;hæve;forøge;forøge;øge;øge
forhøj	hæv;forøg;øg
forhøjet	hævet;forøget;øget
forhøjer	hæver;forøger;øger
forhøjende	hævende;forøgende;øgende
forhøjede	hævede;forøgede;øgede
forhøjes	hæves;forøges;øges
forhøjedes	hævedes;forøgedes;øgedes
forhøjelse	hævning;hævning;stigning;stigning
forhøjelsen	hævningen;stigningen
forhøjelsens	hævningens;stigningens
forhøjelses	hævnings;stignings
forhøjelserne	hævningerne;stigningerne
forhøjelsernes	hævningernes;stigningernes
forhøjelser	hævninger;stigninger
forhøjelsers	hævningers;stigningers
forhørsdommer	undersøgelsesdommer
forhåbentlig	forhåbentligvis
forhånd	forhåndsslag
forhåndenværende	foreliggende;nuværende;nuværende
forhåndsomtale	foromtale
forhåndsreservation	forhåndsreservering;forhåndsreservering
forhåndsreservationen	forhåndsreserveringen
forhåndsreservationens	forhåndsreserveringens
forhåndsreservations	forhåndsreserverings
forhåndsreservationerne	forhåndsreserveringerne
forhåndsreservationernes	forhåndsreserveringernes
forhåndsreservationer	forhåndsreserveringer
forhåndsreservationers	forhåndsreserveringers
forhåndsreservere	reservere;reservere
forhåndsreserver	reserver
forhåndsreserveret	reserveret
forhåndsreserverer	reserverer
forhåndsreserverende	reserverende
forhåndsreserverede	reserverede
forhåndsreserveres	reserveres
forhåndsreserveredes	reserveredes
forhåndsreservering	forhåndsreservation;forhåndsreservation
forhåndsreserveringen	forhåndsreservationen
forhåndsreserveringens	forhåndsreservationens
forhåndsreserverings	forhåndsreservations
forhåndsreserveringerne	forhåndsreservationerne
forhåndsreserveringernes	forhåndsreservationernes
forhåndsreserveringer	forhåndsreservationer
forhåndsreserveringers	forhåndsreservationers
forhåndsslag	forhånd
forhåndsviden	forudviden
forhåne	håne;håne
forhån	hån
forhånet	hånet
forhåner	håner
forhånende	hånende
forhånede	hånede
forhånes	hånes
forhånedes	hånedes
forhånelse	hån;hån
forhånelsen	hånen
forhånelsens	hånens
forhånelses	håns
forinden	før;tidligere;før;førend;før;inden;før;inden
forjætte	love;bebude
forjættet	eftertragtet
forkalket	senil
forkalkning	senilitet;senilitet
forkalkningen	seniliteten
forkalkningens	senilitetens
forkalknings	senilitets
forkarl	førstekarl
forkert	gal;forfejlet;gal;galt;usand;urigtig;gal;usand;usandt;urigtig;urigtigt;gal;galt;ukorrekt;fejlagtig;ukorrekt;fejlagtig;fejlagtigt
forkerte	gale;usande;urigtige;gale;ukorrekte;fejlagtige
forklare	begrunde;begrunde
forklar	begrund
forklaret	begrundet
forklarer	begrunder
forklarende	begrundende
forklarede	begrundede
forklares	begrundes
forklaredes	begrundedes
forklaring	redegørelse;redegørelse;begrundelse;begrundelse
forklaringen	redegørelsen;begrundelsen
forklaringens	redegørelsens;begrundelsens
forklarings	redegørelses;begrundelses
forklaringerne	redegørelserne;begrundelserne
forklaringernes	redegørelsernes;begrundelsernes
forklaringer	redegørelser;begrundelser
forklaringers	redegørelsers;begrundelsers
forklemt	beklemt
forklæde	maskere;camouflere;maskere;camouflere
forklæd	masker;camoufler
forklædt	maskeret;camoufleret
forklæder	maskerer;camouflerer
forklædende	maskerende;camouflerende
forklædte	maskerede;camouflerede
forklædes	maskeres;camoufleres
forklædtes	maskeredes;camoufleredes
forklædning	udklædning;kostume;udklædning
forklædningen	udklædningen
forklædningens	udklædningens
forklædnings	udklædnings
forklædningerne	udklædningerne
forklædningernes	udklædningernes
forklædninger	udklædninger
forklædningers	udklædningers
forkogt	udkogt
forkorte	afkorte;afkorte
forkort	afkort
forkortet	afkortet
forkorter	afkorter
forkortende	afkortende
forkortede	afkortede
forkortes	afkortes
forkortedes	afkortedes
forkortelse	nedsættelse;nedsættelse
forkortelsen	nedsættelsen
forkortelsens	nedsættelsens
forkortelses	nedsættelses
forkortelserne	nedsættelserne
forkortelsernes	nedsættelsernes
forkortelser	nedsættelser
forkortelsers	nedsættelsers
forkrop	bryst;thorax
forkvinde	formandinde
forkynde	meddele;bekendtgøre;meddele;bekendtgøre;prædike;missionere;prædike;missionere
forkynd	meddel;bekendtgør;prædik;missioner
forkyndt	meddelt;bekendtgjort;prædiket;missioneret
forkynder	meddeler;bekendtgør;prædiker;missionerer
forkyndende	meddelende;bekendtgørende;prædikende;missionerende
forkyndte	meddelte;bekendtgjorde;prædikede;missionerede
forkyndes	meddeles;bekendtgøres;prædikes;missioneres
forkyndtes	meddeltes;bekendtgjordes;prædikedes;missioneredes
forkøbsret	køberet;køberet
forkøbsretten	køberetten
forkøbsrettens	køberettens
forkøbsrets	køberets
forladelse	tilgivelse;tilgivelse
forladelsen	tilgivelsen
forladelsens	tilgivelsens
forladelses	tilgivelses
forlagsboghandler	forlægger;forlægger
forlagsboghandleren	forlæggeren
forlagsboghandlerens	forlæggerens
forlagsboghandlers	forlæggers
forlagsboghandlerne	forlæggerne
forlagsboghandlernes	forlæggernes
forlagsboghandlere	forlæggere
forlagsboghandleres	forlæggeres
forlagskonsulent	forlagsredaktør
forlange	kræve;kræve
forlang	kræv
forlangt	krævet
forlanger	kræver
forlangende	krævende
forlangte	krævede
forlanges	kræves
forlangtes	krævedes
forleden	forleden dag;den anden dag
forlegenhed	flovhed
forlene	bibringe;bibringe
forlen	bibring
forlenet	bibragt
forlener	bibringer
forlenende	bibringende
forlenede	bibragte
forlenes	bibringes
forlenedes	bibragtes
forlige	forsone;forsone;bilægge;bilægge
forlig	forson;bilæg
forliget	forsonet;bilagt
forligt	forsonet;bilagt
forliger	forsoner;bilægger
forligende	forsonende;bilæggende
forligede	forsonede;bilagde
forligte	forsonede;bilagde
forliges	forsones;bilægges
forligedes	forsonedes;bilagdes
forligtes	forsonedes;bilagdes
forligelig	kompatibel;kompatibel
forligelige	kompatible
forligeligt	kompatibelt
forlis	skibbrud;skibsforlis;skibbrud;skibbrud
forliset	skibbruddet
forlisets	skibbruddets
forlis'	skibbruds;skibbruds
forlisene	skibbruddene
forlisenes	skibbruddenes
forloren	uægte;falsk;fake;kunstig;kunstig;kunstig;falsk;fake;uægte;kunstig
forlorne	falske;kunstige;kunstige;falske
forlorent	falskt;kunstigt;kunstigt;falskt
forlystelsesbranche	forlystelsesindustri
forlystelsesetablissement	etablissement;etablissement
forlystelsesetablissementet	etablissementet
forlystelsesetablissementets	etablissementets
forlystelsesetablissements	etablissements
forlystelsesetablissementerne	etablissementerne
forlystelsesetablissementernes	etablissementernes
forlystelsesetablissementer	etablissementer
forlystelsesetablissementers	etablissementers
forlystelsesindustri	forlystelsesbranche
forlystelsesskat	forlystelsesafgift
forlæg	kilde;henlæg;omlæg
forlægge	henlægge;henlægge;omlægge;omlægge
forlagt	henlagt;omlagt
forlægger	henlægger;omlægger;forlagsboghandler;forlagsboghandler
forlæggende	henlæggende;omlæggende
forlagde	henlagde;omlagde
forlægges	henlægges;omlægges
forlagdes	henlagdes;omlagdes
forlæggeren	forlagsboghandleren
forlæggerens	forlagsboghandlerens
forlæggers	forlagsboghandlers
forlæggerne	forlagsboghandlerne
forlæggernes	forlagsboghandlernes
forlæggere	forlagsboghandlere
forlæggeres	forlagsboghandleres
forlænger	forlængelse;forlængelse
forlængeren	forlængelsen
forlængerens	forlængelsens
forlængers	forlængelses
forlængerne	forlængelserne
forlængernes	forlængelsernes
forlængere	forlængelser
forlængeres	forlængelsers
forløb	udvikling;gang;løb;løb;løb
forløbet	løbet
forløbets	løbets
forløbs	løbs;løbs
forløbene	løbene
forløbenes	løbenes
forløbe	spænde af;gå;passere;henrinde
forløse	udfri;udfri
forløs	udfri
forløst	udfriet
forløser	udfrir;udfrier
forløsende	udfriende
forløste	udfriede
forløses	udfris;udfries
forløsning	udfrielse;udfrielse
forløsningen	udfrielsen
forløsningens	udfrielsens
forløsnings	udfrielses
forløsningerne	udfrielserne
forløsningernes	udfrielsernes
forløsninger	udfrielser
forløsningers	udfrielsers
formaldehyd	metanal
formale	kværne;male;kværne;male;male;male;male;male
formal	kværn;mal;mal;mal;mal
formalet	kværnet;malet;malt;malet;malet;malt;malet
formaler	kværner;maler;maler;maler;maler
formalende	kværnende;malende;malende;malende;malende
formalede	kværnede;malede;malte;malede;malede;malte;malede
formales	kværnes;males;males;males;males
formaledes	kværnedes;maledes;maltes;maledes;maledes;maltes;maledes
formalitet	formssag;formssag;formssag;bagatel;formssag;bagatel;dikkedarer
formalitets	formssags;formssags;bagatels
formaliteten	bagatellen
formalitetens	bagatellens
formaliteterne	bagatellerne
formaliteternes	bagatellernes
formaliteter	bagateller
formaliteters	bagatellers
formand	arbejdsformand
formandshverv	formandspost
formandskab	præsidium;præsidium;formandspost
formandskabet	præsidiet
formandskabets	præsidiets
formandskabs	præsidiums
formandskaberne	præsidierne
formandskabernes	præsidiernes
formandskaber	præsidier
formandskabers	præsidiers
formandspost	formandshverv
format	dimension;klasse;filformat
formbar	formelig;formelig
formbare	formelige
formbart	formeligt
forme	udforme;udforme;formulere;formulere
form	udform;formuler
formet	udformet;formuleret
former	udformer;formulerer
formende	udformende;formulerende
formede	udformede;formulerede
formes	udformes;formuleres
formedes	udformedes;formuleredes
formedelst	for
formel	formular;formular;formular;opskrift;formular;opskrift;officiel;på papiret;officiel;korrekt
formlen	formularen;formularen;opskriften
formelen	formularen;formularen;opskriften
formlens	formularens;formularens;opskriftens
formelens	formularens;formularens;opskriftens
formels	formulars;formulars;opskrifts
formlerne	formularerne;formularerne;opskrifterne
formlernes	formularernes;formularernes;opskrifternes
formler	formularer;formularer;opskrifter
formlers	formularers;formularers;opskrifters
formelle	officielle;korrekte
formelt	officielt
formelig	veritabel;regulær;veritabel;regulær;formbar;formbar
formelige	veritable;regulære;formbare
formeligt	veritabelt;regulært;formbart
formene	antage;mene;mene
formen	men
forment	ment
formener	mener
formenende	menende
formente	mente
formenes	menes
formentes	mentes
formentlig	formodentlig;formodentlig;sandsynligvis;formodentlig;antagelig;formodentlig;antagelig
formentlige	formodentlige;formodentlige;antagelige
formentligt	formodentligt;formodentligt;antageligt
formering	forplantning;forplantning
formeringen	forplantningen
formeringens	forplantningens
formerings	forplantnings
formeringsreaktor	breederreaktor
formfuldendt	fuldkommen;elegant;fuldkommen;fuldkomment;elegant;korrekt;korrekt
formfuldendte	fuldkomne;elegante;korrekte
formgive	designe;tegne
formgiver	industriel designer
formgivning	design
formgivningen	designen
formgivningens	designens
formidabel	enorm;enorm;enormt;fantastisk
formidable	enorme;fantastiske
formidabelt	enormt
formiddagsavis	formiddagsblad
formiddagsblad	frokostavis;tabloidavis
formidler	mellemmand;bindeled;mellemmand
formidleren	mellemmanden
formidlerens	mellemmandens
formidlers	mellemmands
formidlerne	mellemmændene
formidlernes	mellemmændenes
formidlere	mellemmænd
formidleres	mellemmænds
formilde	berolige;berolige
formild	berolig
formildet	beroliget
formilder	beroliger
formildende	beroligende
formildede	beroligede
formildes	beroliges
formildedes	beroligedes
formindske	reducere;mindske;reducere;mindske
formindsk	reducer;mindsk
formindsket	reduceret;mindsket
formindsker	reducerer;mindsker
formindskende	reducerende;mindskende
formindskede	reducerede;mindskede
formindskes	reduceres;mindskes
formindskedes	reduceredes;mindskedes
formlære	morfologi
formløs	amorf;amorf;uformel;tvangfri;uformel;tvangfri
formløse	amorfe;uformelle;tvangfrie;tvangfri
formløst	amorft;uformelt;tvangfrit
formode	regne med;gå ud fra
formodentlig	formentlig;formentlig;sandsynligvis;formentlig;antagelig;formentlig;antagelig
formodentlige	formentlige;formentlige;antagelige
formodentligt	formentligt;formentligt;antageligt
formskum	mousse
formssag	formalitet;formalitet
formssags	formalitets
formueforvaltning	formuepleje
formuefællesskab	fælleseje;fælleseje
formuefællesskabet	fællesejet
formuefællesskabets	fællesejets
formuefællesskabs	fællesejes
formuende	velhavende;velhavende
formuepleje	formueforvaltning
formular	formel;formel
formularen	formlen;formelen
formularens	formlens;formelens
formulars	formels
formularerne	formlerne
formularernes	formlernes
formularer	formler
formularers	formlers
formynder	værge;værge
formynderen	værgen
formynderens	værgens
formynders	værges
formynderne	værgerne
formyndernes	værgernes
formyndere	værger
formynderes	værgers
formynderskab	formynderi;formynderi
formynderskabet	formynderiet
formynderskabets	formynderiets
formynderskabs	formynderis
formæle	vie;vie
formæl	vi
formælet	viet
formæler	vir;vier
formælende	viende
formælede	viede
formæles	vis;vies
formørkelse	eklipse;eklipse
formørkelsen	eklipsen
formørkelsens	eklipsens
formørkelses	eklipses
formørkelserne	eklipserne
formørkelsernes	eklipsernes
formørkelser	eklipser
formørkelsers	eklipsers
formå	evne;evne;evn
formået	evnet
formås	evnes
formår	evner
formående	evnende
formåede	evnede
formåen	evne;evne
formåens	evnes
formål	sigte;mening;sigte;sigter
formålet	sigtet
formålets	sigtets
formåls	sigtes;sigters
formålene	sigterne
formålenes	sigternes
formålsbestemt	teleologisk
formålsrettet	målrettet
formålstjenlig	hensigtsmæssig;hensigtsmæssig
formålstjenlige	hensigtsmæssige
formålstjenligt	hensigtsmæssigt
forne	tidligere;gamle
forneden	nederst;nedentil;nedentil
fornedre	vanære;nedværdige;vanære;nedværdige
fornedr	vanær;nedværdig
fornedret	vanæret;nedværdiget
fornedrer	vanærer;nedværdiger
fornedrende	vanærende;nedværdigende
fornedrede	vanærede;nedværdigede
fornedres	vanæres;nedværdiges
fornedredes	vanæredes;nedværdigedes
fornem	fremragende;betydelig;betydelig;fin;fin;fin;eksklusiv;fin;eksklusiv;føl;mærk;føl;mærk;an
fornemme	betydelige;fine;fine;eksklusive;føle;mærke;føle;mærke;føle;mærke;ane;føle;mærke;ane
fornemt	betydeligt;fint;fint;eksklusivt
fornemmet	følt;mærket;følt;mærket;anet
fornemmer	føler;mærker;føler;mærker;aner;fornemmelse
fornemmende	følende;mærkende;følende;mærkende;anende
fornemmede	følte;mærkede;følte;mærkede;anede
fornemmes	føles;mærkes;føles;mærkes;anes
fornemmedes	føltes;mærkedes;føltes;mærkedes;anedes
fornemmelse	sans;sans;sans
fornemmelsen	sansen;sansen
fornemmelsens	sansens;sansens
fornemmelses	sans';sans'
fornemmelserne	sanserne
fornemmelsernes	sansernes
fornemmelser	sanser;sans
fornemmelsers	sansers;sans'
fornybar	fornyelig
fornyelig	fornybar
fornyer	innovator;innovator
fornyeren	innovatoren
fornyerens	innovatorens
fornyers	innovators
fornyerne	innovatorerne
fornyernes	innovatorernes
fornyere	innovatorer
fornyeres	innovatorers
fornærmelig	fornærmende
fornærmet	mopset
fornævnt	førnævnt;førnævnt
fornævnte	førnævnte
fornøden	nødvendig;nødvendig
fornødne	nødvendige
fornødent	nødvendigt
fornødenhed	nødvendighed;nødvendighed
fornødenheden	nødvendigheden
fornødenhedens	nødvendighedens
fornødenheds	nødvendigheds
fornødenhederne	nødvendighederne
fornødenhedernes	nødvendighedernes
fornødenheder	nødvendigheder
